,Central Bank Balance Sheet Size,GRDI,Bloomberg Commodity Index,Gold,Bitcoin,Bloomberg Dollar Index,Citi Dollar Positioning,Bitcoin - Story Count,Inflation - Story Count,VIX Index,MOVE Index,CVIX Index,US 2 Year,US 2s10s,Sector Rotation ,Citi Inflation Surprise,Citi EM Inflation Surprise,GBI Weighted CPI,Conference Board Inflation Expectations ,US BUDGET BALANCE,US CPI,bitcoin: (Worldwide),inflation: (Worldwide)
2019-03-26,25788.7461,126.885,81.9936,1315.71,3912.6,1192.18,32.67,2915.0,1527.0,16.22,56.5131,6.81,2.2662,15.474,0.8879,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-25,25840.9199,125.184,81.9158,1321.9,3887.56,1189.43,41.07,2820.0,1581.0,17.76,57.1059,7.0,2.2416,15.255,0.8875,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-24,,,,,3958.02,,,,,,,,,,,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-22,25838.5469,126.367,81.7507,1313.68,3977.74,1191.1,43.58,2911.0,2264.0,13.77,52.2586,7.02,2.3166,11.828,0.8876,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-21,25832.3926,131.328,82.3473,1309.36,3973.24,1188.74,46.29,2879.0,2574.0,14.11,44.5137,7.08,2.4084,12.649,0.9008,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-20,25856.0918,132.313,82.3797,1312.53,4009.47,1183.52,45.86,3205.0,3158.0,13.54,42.5322,6.29,2.3961,12.6,0.8957,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-19,25869.5215,132.558,82.093,1306.56,3991.47,1189.46,46.04,2998.0,1424.0,12.89,43.6778,6.22,2.4686,13.954,0.894,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-18,25860.6836,132.236,81.8765,1303.71,3971.19,1190.66,38.84,2788.0,1146.0,13.13,44.9477,6.41,2.4521,14.909,0.8966,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-17,,,,,3975.48,,,,,,,,,,,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-15,25853.2656,131.911,81.5838,1302.4,3897.41,1192.81,40.39,2772.0,1972.0,13.21,46.054,6.44,2.4378,14.729,0.8896,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-14,25840.6602,131.027,81.3474,1296.17,3851.57,1195.31,30.0,3064.0,2084.0,13.35,45.2381,6.72,2.4607,16.344,0.8894,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-13,25875.5195,131.179,81.5304,1309.12,3852.32,1191.81,29.35,2817.0,2005.0,14.0,44.5688,6.8,2.4648,15.029,0.8883,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-12,25846.1445,130.788,80.8615,1301.58,3865.41,1196.14,26.42,3073.0,2934.0,13.97,44.86,6.79,2.4506,14.482,0.8896,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-11,25832.8008,129.956,80.2569,1293.35,3847.91,1198.8,26.73,2854.0,1624.0,16.28,44.8436,6.84,2.4752,16.203,0.8918,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-10,25829.9355,,,,3896.7,,,,,,,,,,,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-08,25811.7988,127.618,80.4667,1298.3,3868.84,1201.2,22.13,2802.0,1614.0,17.38,45.8253,6.93,2.461,16.14,0.8883,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-07,25754.0996,127.48,80.52,1285.61,3871.42,1204.98,25.1,3368.0,2435.0,16.33,45.8309,6.96,2.4734,16.387,0.8915,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-06,25798.9629,128.857,80.7408,1286.36,3845.71,1197.35,19.72,2810.0,1930.0,14.91,45.6342,6.87,2.5161,17.52,0.8953,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-05,25799.4961,130.026,81.1937,1288.01,3833.97,1195.72,21.93,3024.0,1829.0,14.52,45.8567,6.77,2.5446,16.823,0.8938,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-04,25820.7832,129.75,80.8184,1286.74,3699.76,1193.89,21.27,2857.0,1404.0,13.77,46.7423,6.89,2.5405,17.978,0.8952,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-03,,,,,3788.98,,,,,,,,,,,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-03-01,25826.207,130.558,80.966,1293.44,3828.22,1193.46,7.34,2655.0,2176.0,14.57,47.9044,6.67,2.5526,19.826,0.8908,-20.45,-21.21,4.5942,4.5,-4.1,1.9,8,53
2019-02-28,25850.0098,129.232,81.3904,1313.32,3802.53,1189.88,13.76,2712.0,2202.0,15.17,47.2183,6.73,2.5141,19.885,0.8914,-20.45,-21.21,4.5942,4.5,-4.1,1.9,9,52
2019-02-27,25840.6934,129.422,81.6096,1319.86,3749.38,1187.46,11.71,2965.0,1687.0,15.53,46.7929,6.73,2.498,18.245,0.8959,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-26,25875.1074,128.861,81.2074,1328.96,3790.19,1185.77,11.49,3078.0,1808.0,15.16,46.2842,6.75,2.4819,15.181,0.893,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-25,25839.1719,128.734,81.301,1327.58,3805.67,1189.46,13.56,2900.0,1352.0,13.91,46.1606,6.89,2.5058,15.479,0.8921,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-24,,,,,3787.61,,,,,,,,,,,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-22,25845.2051,129.525,82.1246,1329.4,3941.75,1190.5,13.05,2985.0,2505.0,14.46,47.2184,7.21,2.4933,15.443,0.888,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-21,25858.1582,128.307,81.7878,1323.63,3897.72,1192.71,13.63,3006.0,2254.0,14.0,46.5487,7.3,2.5286,16.069,0.8866,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-20,25852.2656,128.954,81.6821,1338.44,3912.98,1191.09,12.37,3335.0,1853.0,14.92,44.5448,7.46,2.4975,14.509,0.8878,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-19,25907.7363,127.592,81.2942,1340.94,3887.89,1190.55,5.59,3118.0,1374.0,15.65,45.0614,7.37,2.4872,14.261,0.8842,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-18,25894.084,127.296,,1326.89,3852.25,1194.48,,,,,,7.47,,,,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-17,,,,,3585.56,,,,,,,,,,,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-15,25893.8867,127.267,80.9569,1322.49,3564.79,1195.04,3.7,2936.0,2254.0,16.82,45.7323,7.56,2.5141,14.231,0.883,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-14,25855.8125,125.825,79.9611,1312.57,3570.02,1197.29,2.68,3846.0,2159.0,15.61,47.1872,7.52,2.4935,15.394,0.8832,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-13,25815.7031,126.323,80.1641,1306.27,3571.42,1199.45,-1.48,3223.0,3408.0,15.46,48.1677,7.44,2.5305,16.75,0.8831,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-12,25868.291,126.006,80.0973,1310.8,3576.31,1194.2,-5.08,3121.0,1779.0,15.23,49.0236,7.51,2.5059,17.98,0.8807,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-11,25849.3887,125.392,79.6555,1308.12,3591.59,1197.72,-2.45,2970.0,1372.0,16.17,48.3198,7.57,2.4854,16.616,0.8764,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-10,25901.4434,,,,3605.5,,,,,,,,,,,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-08,25885.6855,125.445,80.0655,1314.29,3594.91,1192.07,-3.17,3505.0,1976.0,16.81,49.628,7.67,2.465,16.483,0.8743,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-07,25869.25,125.415,80.0391,1310.11,3358.91,1191.83,0.4,3082.0,2544.0,15.66,48.9702,7.63,2.4795,17.367,0.8778,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-06,25872.1934,125.843,80.9856,1306.6,3366.32,1189.88,-3.37,3084.0,1405.0,15.44,47.4392,7.63,2.5243,16.63,0.8851,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-05,25906.6406,125.357,80.8806,1315.32,3422.6,1186.21,5.82,2543.0,1599.0,15.79,48.6212,7.28,2.5222,17.204,0.8886,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-04,25924.8926,125.141,81.1004,1312.25,3417.03,1185.09,7.38,1821.0,1454.0,16.72,48.874,7.27,2.5364,18.51,0.8827,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-03,,,,,3395.68,,,,,,,,,,,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-02-01,25951.3965,125.708,80.965,1317.98,3448.51,1181.98,4.29,1700.0,2104.0,16.63,48.7887,7.37,2.5019,17.619,0.8754,-4.08,-13.74,4.5621,4.5,-4.1,1.9,9,52
2019-01-31,26007.6738,125.128,80.7252,1321.25,3417.04,1180.83,3.64,1891.0,2256.0,17.39,49.8117,7.43,2.4576,16.96,0.8735,-4.08,-13.74,4.5621,4.5,-4.1,1.9,10,51
2019-01-30,25991.9043,124.271,80.8822,1319.91,3432.64,1180.19,3.5,1983.0,2825.0,19.15,48.3202,7.4,2.5081,16.742,0.8834,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-29,25960.418,122.393,80.5004,1311.79,3401.14,1184.58,6.17,2093.0,1048.0,19.45,49.8021,7.41,2.5726,13.519,0.877,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-28,25960.3809,122.323,79.8671,1303.36,,1183.71,2.73,1750.0,1084.0,18.56,50.9512,7.48,2.5897,15.221,0.8815,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-27,,,,,3541.27,,,,,,,,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-25,25940.7656,123.465,81.0693,1305.25,3558.51,1183.31,2.55,1670.0,1281.0,18.43,52.496,7.49,2.6063,15.001,0.8841,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-24,25861.0879,121.583,80.2096,1281.21,3570.93,1191.64,2.89,1843.0,1841.0,19.69,54.1789,7.53,2.5642,14.941,0.8716,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-23,25899.168,121.313,80.0749,1282.72,3544.51,1188.48,4.74,1753.0,2080.0,20.85,54.1942,7.62,2.5829,15.382,0.8605,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-22,25902.9141,120.125,80.0891,1285.22,3574.52,1191.89,5.36,1471.0,1120.0,18.53,54.6405,7.66,2.5869,15.014,0.8654,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-21,25891.4023,122.367,,1280.47,3521.04,1191.32,,,,,,7.51,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-20,25885.3965,,,,3538.45,,,,,,,,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-18,25881.4102,122.341,81.3791,1282.11,,1190.92,10.89,1362.0,1729.0,17.8,53.7818,7.8,2.6139,16.613,0.8749,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-17,25903.3066,121.704,80.4502,1292.05,,1186.52,12.44,1362.0,2073.0,19.51,53.4391,7.77,2.5637,18.464,0.8702,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-16,25912.6172,121.177,80.2592,1293.67,,1186.29,19.65,1310.0,2737.0,18.08,51.9493,7.9,2.5409,17.68,0.8681,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-15,25948.168,121.149,80.1043,1289.51,3568.48,1185.38,19.92,1313.0,2389.0,18.53,53.0115,8.07,2.5347,17.241,0.8641,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-14,25999.0098,119.985,79.9021,1291.72,3663.59,1182.46,26.44,1394.0,1596.0,19.84,55.3414,7.98,2.5347,16.541,0.8705,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-13,,,,,3516.03,,,,,,,,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-11,25983.9043,120.486,79.6614,1290.25,,1183.97,26.21,1269.0,2961.0,19.68,55.9434,8.15,2.5408,15.582,0.8646,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-10,25941.457,119.497,79.489,1286.65,,1183.8,25.52,1622.0,2883.0,20.98,56.6493,8.11,2.5755,16.455,0.8672,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-09,25957.2754,119.032,79.9122,1293.56,4003.99,1180.56,26.89,1423.0,1969.0,20.44,57.0177,8.33,2.5529,15.509,0.8681,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-08,25883.9883,118.048,78.9489,1285.39,4000.42,1189.0,26.62,1500.0,1168.0,20.96,59.045,8.1,2.5855,13.835,0.8596,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-07,25900.8789,116.764,78.5743,1289.21,4005.34,1186.84,27.72,1261.0,1128.0,22.06,60.8802,8.17,2.5406,15.135,0.86,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-06,,,,,4031.29,,,,,,,,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-04,25873.623,115.177,78.3352,1286.05,3833.53,1191.38,35.84,1188.0,2557.0,24.36,65.8207,8.953389,2.4937,17.191,0.8513,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-03,25881.5566,111.874,77.4544,1294.28,3794.92,1194.02,34.67,1248.0,1298.0,25.68,65.7852,8.952615,2.3786,17.286,0.8405,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-02,25801.7031,114.125,76.9851,1284.59,3884.98,1199.79,34.99,1197.0,1101.0,27.54,62.8045,9.222907,2.4676,14.877,0.8539,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2019-01-01,25835.7207,112.64,,1282.6,3720.6,1195.7,,,,,,8.69,,,,-6.91,-1.4,4.6506,4.5,-4.1,1.9,10,51
2018-12-31,25838.9473,112.85,76.7154,1282.49,3674.18,1195.91,33.24,909.0,656.0,27.59,66.5828,8.66,2.4878,19.233,0.8385,-6.91,-1.4,4.6506,4.5,-4.1,1.9,13,51
2017-09-28,25372.8086,131.886,84.6352,1287.3,4164.5,1160.7,6.61,1035.0,2363.0,9.74,51.8596,8.32,1.4508,85.379,0.8857,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-27,25334.9512,131.272,84.8375,1282.78,4154.27,1163.24,6.62,1113.0,2305.0,9.9,52.0778,8.32,1.4707,83.559,0.8855,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-26,25382.7969,130.717,84.7846,1293.98,3908.25,1156.75,9.62,890.0,2464.0,10.42,50.6363,8.46,1.4356,79.594,0.8759,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-25,25427.3379,129.997,85.3276,1310.78,3941.31,1152.99,7.58,896.0,2123.0,10.08,51.1119,8.67,1.423,79.269,0.875,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-24,,,,,3669.78,,,,,,,,,,,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-22,25461.3242,131.323,84.8572,1297.3,3615.1,1148.42,9.76,980.0,1873.0,9.9,50.5164,8.66,1.431,81.476,0.8779,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-21,25410.6875,132.037,84.7825,1291.2,3647.5,1150.6,1.25,842.0,3302.0,9.74,48.3122,8.51,1.4385,83.39,0.8749,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-20,25400.0781,132.029,85.5913,1301.1,3957.01,1150.25,3.56,877.0,3447.0,10.04,49.1538,8.76,1.4382,82.53,0.8714,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-19,25519.3516,130.924,84.842,1311.15,3905.56,1144.56,4.27,1123.0,1672.0,10.16,49.8605,8.81,1.4011,84.146,0.8662,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-18,25502.9414,130.901,85.0828,1307.44,4006.56,1146.04,4.79,1146.0,2404.0,10.18,50.1627,8.72,1.3947,82.986,0.8581,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-17,,,,,3747.8,,,,,,,,,,,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-15,25529.8242,130.457,85.1949,1320.19,,1142.27,4.52,1535.0,2384.0,10.51,50.6332,8.63,1.3803,81.793,0.854,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-14,25529.1699,130.031,85.0966,1329.74,,1145.08,6.21,1503.0,4080.0,10.57,50.7289,8.55,1.3615,81.923,0.8511,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-13,25504.002,130.367,84.9646,1322.37,,1147.97,5.44,1390.0,2705.0,10.72,51.3709,8.63,1.3471,83.71,0.8526,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-12,25535.0723,130.418,84.797,1331.81,4179.95,1143.45,0.83,1220.0,3135.0,10.66,51.6453,8.33,1.3348,82.836,0.8481,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-11,25562.3223,130.124,84.8861,1327.54,4192.47,1142.15,2.38,971.0,2056.0,11.38,51.8823,8.34,1.3186,80.796,0.842,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-10,25665.5488,,,,4289.22,,,,,,,,,,,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-08,25642.9297,126.953,84.7622,1346.59,4247.55,1135.93,4.07,795.0,2427.0,11.87,54.8588,8.65,1.262,78.462,0.8392,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-07,25551.0566,128.355,85.662,1349.22,4575.48,1138.2,5.82,673.0,3338.0,11.93,54.0104,8.72,1.262,77.273,0.8422,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-06,25472.3926,128.855,85.7239,1334.21,4569.25,1146.61,6.44,977.0,2507.0,12.27,52.9189,8.54,1.3021,79.854,0.8502,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-05,25487.6445,128.152,85.3689,1339.71,4458.44,1147.89,7.23,1002.0,2347.0,11.75,53.3179,8.42,1.29,76.559,0.8494,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-04,25440.9375,132.065,,1333.87,4362.08,1151.75,,,,,49.4378,8.38,,,,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-03,,,,,4580.98,,,,,,,,,,,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-09-01,25403.1016,132.09,84.9775,1325.23,4880.85,1152.77,7.38,734.0,1949.0,10.33,49.4378,8.09,1.342,81.973,0.8557,-19.14,-3.24,3.8656,4.6,-3.27,1.6,21,46
2017-08-31,25409.3887,130.953,84.6565,1321.43,4741.39,1152.94,-3.1,869.0,2810.0,11.07,51.1311,8.23,1.3255,78.747,0.8533,-19.14,-3.24,3.8656,4.6,-3.27,1.6,20,39
2017-08-30,25375.5313,130.078,83.0726,1308.6,4574.99,1155.55,-1.41,105.0,1807.0,11.4,51.557,8.22,1.3255,80.152,0.8569,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-29,25447.0234,129.491,83.5025,1309.23,4597.02,1151.04,-4.64,3.0,1019.0,13.33,51.4034,8.14,1.3155,80.776,0.8542,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-28,25469.6035,130.607,83.4221,1310.13,4339.74,1149.2,-5.24,7.0,1254.0,12.09,48.8608,8.11,1.3253,82.774,0.8549,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-27,,,,,4362.85,,,,,,,,,,,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-25,25441.3711,130.39,83.2926,1291.35,4329.03,1149.92,-3.54,1.0,1961.0,12.2,50.5552,7.93,1.3315,82.817,0.8573,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-24,25366.0039,128.815,83.5111,1286.4,4234.0,1157.46,-6.83,5.0,1891.0,12.06,52.49,8.08,1.3297,86.011,0.8555,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-23,25391.6289,128.686,83.2723,1290.95,4134.37,1155.65,-7.77,5.0,1466.0,11.51,52.082,8.17,1.3051,85.674,0.8543,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-22,25348.8301,130.03,82.9827,1285.07,4073.01,1159.03,-6.24,0.0,1236.0,12.6,51.3012,,1.3216,88.744,0.8533,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-21,25396.6523,127.546,83.0355,1291.88,3997.99,1155.05,-7.26,0.0,1372.0,14.59,52.056,,1.3012,87.637,0.8494,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-20,25365.0391,,,,4124.91,,,,,,,,,,,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-18,25354.3281,126.628,83.231,1284.13,4022.75,1157.99,-4.08,3.0,1501.0,15.38,50.1582,,1.3054,88.443,0.8535,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-17,25308.2441,125.837,82.6799,1288.15,,1161.99,1.99,2.0,2725.0,11.81,48.8418,8.07,1.2956,88.36,0.8526,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-16,25300.8262,130.082,82.5834,1283.11,4350.42,1159.9,1.47,0.0,2760.0,11.59,48.4663,,1.3261,89.177,0.8583,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-15,25273.3809,129.351,82.5202,1271.53,4071.6,1165.09,2.15,0.0,2400.0,11.78,48.6336,8.04,1.3465,92.025,0.8601,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-14,25336.1738,128.616,83.1124,1282.15,4262.99,1160.65,2.54,0.0,2134.0,14.05,49.2968,8.06,1.3182,89.626,0.864,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-13,,,,,4010.46,,,,,,,,,,,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-11,25372.3359,124.284,83.6958,1289.31,3588.05,1156.66,3.65,0.0,3848.0,16.17,52.0646,8.51,1.294,89.076,0.8606,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-10,25293.7578,123.952,83.5388,1286.53,3424.49,1160.66,3.15,0.0,2999.0,11.57,52.0038,8.28,1.3246,86.694,0.8601,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-09,25219.0605,129.872,84.415,1277.3,3361.7,1161.81,3.52,0.0,3010.0,11.49,49.6655,8.14,1.3387,90.49,0.8674,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-08,25203.4434,131.382,83.9424,1260.95,3447.35,1161.77,4.01,0.0,1658.0,10.04,47.3352,7.9,1.3508,90.707,0.8688,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-07,25203.9102,132.621,83.716,1257.85,3341.29,1161.49,-0.95,0.0,1879.0,10.19,46.9123,7.98,1.3509,89.816,0.8682,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-06,,,,,3265.55,,,,,,,,,,,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-04,25197.043,131.826,83.2769,1258.88,2832.0,1160.71,-0.37,0.0,1891.0,10.48,47.2827,8.19,1.3509,90.706,0.871,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-03,25243.7891,130.508,83.3343,1268.6,2781.45,1154.4,0.66,0.0,2366.0,10.47,47.9293,8.34,1.339,87.817,0.8664,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-02,25210.041,130.926,83.926,1266.65,2691.01,1155.3,0.4,0.0,2117.0,10.08,48.7476,8.2,1.359,90.796,0.8702,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-08-01,25200.4336,131.0,83.5325,1268.76,2740.99,1155.96,-2.61,0.0,2190.0,10.19,49.9721,8.06,1.3411,90.611,0.8696,-12.33,-7.54,3.7638,4.6,-3.27,1.6,20,39
2017-07-31,25221.582,131.338,84.3915,1269.44,2886.71,1153.4,0.16,0.0,2328.0,10.53,48.1375,8.07,1.3491,93.91,0.8666,-12.33,-7.54,3.7638,4.6,-3.27,1.6,12,39
2017-07-30,,,,,2717.71,,,,,,,,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-28,25138.9707,131.204,84.4799,1269.64,2755.65,1156.85,4.45,0.0,2181.0,10.62,48.5291,8.03,1.3472,93.77,0.8673,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-27,25052.2402,131.74,84.2293,1259.15,2583.77,1162.15,13.95,0.0,2583.0,9.33,48.4176,7.98,1.3631,94.507,0.8687,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-26,25079.6348,132.829,83.6852,1260.53,2503.29,1157.29,12.01,0.0,3133.0,9.25,47.2833,7.83,1.3551,92.807,0.8679,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-25,25025.7148,132.499,83.1124,1250.06,2468.53,1164.32,14.04,0.0,1940.0,9.4,49.5734,7.78,1.3899,94.139,0.8673,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-24,25055.5391,132.889,82.6455,1255.31,2760.01,1161.84,9.97,0.0,1602.0,9.94,46.9963,7.75,1.3567,89.438,0.8611,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-23,,,,,2785.0,,,,,,,,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-21,25063.2129,132.813,82.988,1254.98,2640.5,1161.47,13.45,0.0,1884.0,9.52,47.4498,7.67,1.3402,89.327,0.8596,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-20,25008.1602,132.544,83.6887,1244.49,2729.32,1164.51,13.01,0.0,3457.0,9.66,46.9986,7.83,1.3521,90.273,0.8628,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-19,24957.834,132.124,83.6316,1241.25,2255.0,1167.94,11.5,0.0,1812.0,9.69,48.2572,7.73,1.356,90.946,0.8684,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-18,24960.1191,131.835,83.1462,1242.47,2348.48,1167.17,13.2,0.0,2880.0,9.86,49.549,7.67,1.3477,90.715,0.8677,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
