,Central Bank Balance Sheet Size,GRDI,Bloomberg Commodity Index,Gold,Bitcoin,Bloomberg Dollar Index,Citi Dollar Positioning,Bitcoin - Story Count,Inflation - Story Count,VIX Index,MOVE Index,CVIX Index,US 2 Year,US 2s10s,Sector Rotation ,Citi Inflation Surprise,Citi EM Inflation Surprise,GBI Weighted CPI,Conference Board Inflation Expectations ,US BUDGET BALANCE,US CPI,bitcoin: (Worldwide),inflation: (Worldwide)
2017-07-17,24905.6719,132.485,82.69,1234.11,2174.02,1173.23,10.28,0.0,2298.0,9.77,50.0021,7.33,1.3557,95.424,0.8686,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-16,,,,,1865.67,,,,,,,,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-14,24906.2559,132.728,82.7031,1228.7,2159.05,1172.54,8.29,0.0,3515.0,10.09,51.0294,7.25,1.3556,97.223,0.8676,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-13,24817.2363,131.761,81.9205,1217.58,2337.69,1180.6,18.23,0.0,3733.0,10.07,52.2106,7.32,1.3633,97.708,0.8696,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-12,24827.4492,131.122,82.65,1220.51,2382.02,1181.64,20.71,0.0,3713.0,10.85,52.4337,7.33,1.3429,97.075,0.8675,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-11,24821.1797,130.036,83.0187,1217.72,2328.94,1185.74,20.55,0.0,1862.0,10.79,53.2247,7.41,1.3751,98.135,0.8667,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-10,24788.6504,129.733,82.3597,1214.36,2384.54,1187.85,15.65,0.0,2379.0,11.26,53.1771,7.3,1.383,98.596,0.8655,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-09,,,,,2527.97,,,,,,,,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-07,24788.5137,128.633,81.8048,1212.45,2514.87,1188.36,15.68,0.0,2129.0,12.48,55.7569,7.48,1.399,98.252,0.8593,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-06,24808.5176,126.36,82.4177,1225.22,2597.68,1188.21,14.27,0.0,2441.0,11.2,56.9551,7.58,1.3944,96.748,0.8561,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-05,24777.0645,128.082,82.3172,1227.04,2611.09,1191.37,23.61,0.0,2408.0,11.2,56.437,7.58,1.4022,91.69,0.8568,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-04,24769.8301,128.561,,1223.42,2575.53,1189.97,,,,,55.2549,7.58,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-03,24773.498,128.659,83.1053,1220.2,2557.75,1190.01,27.05,0.0,1987.0,11.07,55.2549,7.47,1.4101,93.579,0.859,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-07-02,,,,,2497.65,,,,,,,,,,,-6.68,-3.24,3.9847,4.6,-3.27,1.6,12,39
2017-06-30,24838.6055,128.438,82.6017,1241.61,2502.5,1183.8,18.63,0.0,2744.0,11.74,55.2201,,1.3817,91.802,0.855,-6.68,-3.24,3.9847,4.6,-3.27,1.6,14,42
2017-06-29,24832.1035,127.99,81.3297,1245.51,2558.28,1182.32,20.21,0.0,2454.0,9.79,54.6615,7.57,1.3692,89.341,0.8526,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-28,24800.6133,130.379,80.84,1249.27,2593.58,1184.46,18.77,0.0,1907.0,11.17,52.5083,7.63,1.3533,87.06,0.8514,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-27,24792.9922,129.412,80.418,1247.17,2457.46,1189.19,17.0,0.0,2264.0,10.04,52.1031,,1.3692,83.19,0.8447,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-26,24745.7246,131.387,79.8687,1244.72,2347.32,1196.19,17.34,0.0,1908.0,10.13,50.0183,,1.3323,80.056,0.8432,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-25,,,,,2472.48,,,,,,,,,,,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-23,24774.002,129.369,79.6382,1256.7,2707.64,1195.4,17.76,0.0,2247.0,10.25,51.1575,,1.3404,79.772,0.8446,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-22,24737.4746,129.908,79.3575,1250.52,2671.67,1198.28,20.32,0.0,2349.0,10.81,51.1318,7.37,1.3401,80.35,0.8412,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-21,24742.2422,129.397,79.6311,1246.48,2659.27,1200.23,20.85,0.0,1983.0,11.03,51.6373,7.41,1.3481,81.117,0.8442,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-20,24727.0566,129.711,80.1295,1243.01,2749.63,1201.2,20.32,0.0,2444.0,10.28,51.5955,7.14,1.3439,80.848,0.8509,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-19,24795.8359,130.588,80.7188,1243.84,2573.17,1197.26,20.53,0.0,2265.0,10.57,51.6005,7.06,1.356,82.781,0.8597,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-18,,,,,2471.55,,,,,,,,,,,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-16,24843.1133,130.116,81.2691,1253.73,2484.65,1192.6,19.4,0.0,2802.0,10.63,51.4839,7.05,1.3151,83.393,0.8588,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-15,24804.2676,129.221,80.9162,1253.98,2361.34,1196.57,18.49,0.0,4093.0,11.06,51.5928,7.11,1.3514,80.825,0.8553,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-14,24891.127,129.555,80.8905,1260.86,2552.48,1190.1,23.73,0.0,5475.0,10.33,52.215,7.08,1.331,79.051,0.8583,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-13,24853.8379,130.194,81.6144,1266.56,2701.55,1192.22,24.27,0.0,3385.0,11.12,51.6651,7.05,1.3633,84.358,0.8673,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-12,24855.4688,128.811,81.5908,1266.18,2599.16,1194.63,26.31,0.0,1953.0,11.19,52.3162,7.04,1.3551,85.537,0.8632,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-11,,,,,2922.82,,,,,,,,,,,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-10,24836.6953,,,,,,,,,,,,,,,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-09,24800.1484,129.649,82.4213,1266.76,2834.48,1196.33,28.85,0.0,2481.0,9.93,52.5578,7.3,1.3347,86.179,0.8625,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-08,24737.9102,129.668,82.176,1278.01,2749.46,1193.42,28.02,0.0,3338.0,10.27,53.7306,7.31,1.3143,86.616,0.8647,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-07,24764.2793,127.642,81.9603,1287.15,2738.88,1191.18,27.58,0.0,2285.0,10.48,54.7989,7.48,1.3061,85.867,0.8589,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-06,24787.248,128.15,82.478,1294.39,2871.13,1190.07,28.0,0.0,1665.0,10.19,53.2197,7.48,1.294,84.706,0.8607,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-05,24734.4785,128.929,82.0008,1279.8,2663.5,1194.29,32.27,0.0,1346.0,10.08,52.9974,7.42,1.302,87.565,0.8601,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-04,,,,,2504.5,,,,,,,,,,,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-02,24747.043,130.421,82.3265,1279.17,2430.83,1196.41,27.21,0.0,1378.0,10.08,53.736,7.4,1.2879,86.717,0.8595,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-06-01,24656.9961,129.995,82.4643,1265.96,2410.55,1201.3,28.76,0.0,2163.0,10.42,53.9973,7.41,1.2898,91.768,0.8611,-2.06,-0.79,4.1719,4.7,-3.17,2.4,14,42
2017-05-31,24693.9512,129.283,82.8292,1268.92,2286.1,1198.69,29.51,0.0,3063.0,10.1,53.9509,7.58,1.2818,91.701,0.863,-2.06,-0.79,4.1719,4.7,-3.17,2.4,15,52
2017-05-30,24653.8535,129.431,83.2049,1263.09,2249.94,1201.06,29.46,0.0,2496.0,10.61,53.4909,7.59,1.2837,92.407,0.8671,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-29,24627.6602,130.157,,1268.1,2306.61,1201.59,,,,,54.0528,7.61,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-28,,,,,2118.76,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-26,24633.2188,,84.0062,1266.76,2268.7,1201.73,31.23,0.0,1392.0,9.93,54.0528,7.47,1.2937,94.885,0.8683,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-25,24609.9492,130.2,83.7059,1255.67,2465.54,1200.47,33.78,0.0,1840.0,9.82,54.3201,7.38,1.2937,95.772,0.8676,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-24,24627.7012,129.612,84.4665,1258.73,2435.88,1198.68,31.87,0.0,2210.0,10.61,54.4058,7.61,1.2818,96.443,0.8707,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-23,24597.2949,128.603,84.7047,1251.22,2216.18,1202.81,30.67,0.0,1592.0,11.0,55.7728,7.7,1.3032,97.261,0.8729,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-22,24639.1191,128.323,85.259,1260.63,2149.63,1198.81,31.76,0.0,1218.0,12.29,55.4739,7.64,1.2826,96.697,0.8738,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-21,,,,,2011.23,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-20,24627.752,,,,,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-19,24630.8145,126.31,84.7155,1255.93,1938.04,1200.25,34.33,0.0,1501.0,14.23,57.8248,7.72,1.2703,96.013,0.8737,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-18,24556.2012,123.051,83.4204,1247.07,1883.04,1207.8,26.34,0.0,1555.0,14.06,58.9788,7.76,1.2682,95.714,0.8696,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-17,24606.1816,122.028,83.9752,1261.36,1816.73,1203.92,22.75,0.0,1775.0,11.89,62.5769,7.76,1.2458,97.435,0.869,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-16,24489.7813,129.232,83.4973,1237.24,1769.41,1210.04,22.1,0.0,2659.0,10.46,55.4971,7.19,1.2987,102.295,0.8824,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-15,24418.793,129.504,83.5781,1230.82,1719.63,1217.09,24.85,0.0,2000.0,10.54,56.7293,7.04,1.2986,104.062,0.879,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-14,,,,,1790.31,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-12,24416.2832,129.241,83.4839,1228.43,1691.8,1220.15,26.55,0.0,3329.0,10.72,55.7115,6.92,1.2904,103.123,0.8788,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-11,24303.6523,129.085,83.1253,1225.04,1820.84,1224.41,32.8,0.0,3070.0,10.34,54.467,7.12,1.3347,104.862,0.88,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-10,24290.4727,129.439,82.7642,1219.1,1776.34,1225.93,25.98,0.0,2832.0,9.75,55.0298,7.11,1.3548,105.531,0.8834,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-09,24295.6387,129.733,82.0331,1221.23,1712.16,1227.43,28.58,0.0,1830.0,9.87,55.2203,7.21,1.3405,105.316,0.8805,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-08,24344.1836,129.61,82.2704,1226.23,1657.55,1222.19,29.93,0.0,1528.0,10.53,55.4105,7.23,1.3303,105.242,0.8793,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-07,,,,,1556.06,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-05,24396.3887,127.187,82.6787,1228.01,1529.41,1215.66,39.39,0.0,1666.0,10.51,58.7242,7.74,1.3102,103.456,0.8758,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-04,24391.1426,126.793,82.2104,1228.16,1502.29,1217.99,40.77,0.0,1629.0,10.71,60.0804,7.82,1.3059,104.415,0.8711,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-03,24338.6934,126.757,83.7349,1238.17,1516.69,1220.51,41.64,0.0,1741.0,10.56,59.384,7.67,1.2939,101.832,0.8786,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-02,24385.7988,126.672,83.85,1256.76,1439.45,1216.07,41.76,0.0,1669.0,10.16,60.324,7.82,1.258,101.832,0.8779,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-05-01,24378.9023,127.138,84.2066,1256.57,1435.89,1217.09,36.52,0.0,1251.0,10.92,59.3993,,1.2739,104.011,0.8772,-9.04,3.57,4.2564,4.7,-3.17,2.4,15,52
2017-04-30,24391.2129,,,,1356.03,,,,,,,,,,,-9.04,3.57,4.2564,4.7,-3.17,2.4,6,52
2017-04-28,24352.5391,,84.0128,1268.28,1304.91,1216.6,34.83,0.0,3213.0,10.39,60.1925,7.84,1.2619,101.435,0.8742,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-27,24317.8301,126.327,83.617,1264.3,1347.91,1218.27,37.31,0.0,3079.0,10.72,59.8191,7.93,1.2579,103.27,0.8777,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-26,24338.6484,,83.8908,1269.22,1294.3,1217.9,32.75,0.0,1446.0,10.61,60.9543,8.08,1.2717,102.784,0.8795,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-25,24355.6836,125.591,84.0281,1264.13,1281.47,1214.23,31.15,0.0,1150.0,10.81,62.3632,7.93,1.2704,105.769,0.8788,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-24,24385.0879,125.236,83.7173,1276.31,1255.91,1212.94,30.78,0.0,1165.0,11.56,63.2709,9.99,1.2294,103.959,0.8752,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-23,,,,,1245.74,,,,,,,,,,,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-21,24355.1563,117.881,83.9044,1284.44,1242.73,1218.65,32.15,0.0,1718.0,13.85,77.1537,9.21,1.1802,105.988,0.8729,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-20,24331.2207,118.912,84.4451,1281.9,1240.02,1218.1,33.69,0.0,1849.0,14.59,73.8561,9.07,1.1846,104.333,0.8732,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-19,24312.8848,117.236,84.635,1280.21,1206.45,1218.4,33.4,0.0,2106.0,14.0,73.1268,9.23,1.1766,103.184,0.8659,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-18,24343.791,118.527,85.3535,1289.76,1204.67,1212.97,33.59,0.0,1757.0,14.5,72.8666,9.4,1.1604,100.374,0.8662,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-17,24287.957,118.999,86.0495,1284.7,1193.94,1218.69,33.94,0.0,1056.0,16.19,70.9568,,1.2011,104.463,0.8658,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-16,,,,,1180.36,,,,,,,,,,,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-14,24288.8066,117.311,,1285.69,1183.59,,,,,,74.4847,9.43,,,,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-13,24311.7227,117.233,86.2988,1287.92,1170.01,1221.36,39.31,0.0,2051.0,15.89,74.4847,9.41,1.2053,102.628,0.8622,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-12,24335.5977,117.528,85.8823,1286.79,1216.07,1219.96,38.47,0.0,3058.0,15.16,73.4226,9.45,1.2015,103.364,0.8669,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-11,24276.8711,119.01,86.0014,1274.86,1226.7,1225.81,38.41,0.0,2601.0,14.32,70.5585,9.32,1.2338,105.834,0.8753,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-10,24220.0195,120.471,85.9032,1254.68,1203.1,1228.98,33.6,0.0,1875.0,13.24,68.4973,9.27,1.2741,108.791,0.8757,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-09,,,,,1210.11,,,,,,,,,,,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-07,24216.373,121.361,85.8354,1254.53,1199.24,1230.31,39.79,0.0,1592.0,13.17,68.6602,9.34,1.2862,108.801,0.8747,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-06,24138.0859,122.087,85.7491,1251.7,1199.17,1226.58,40.42,0.0,2337.0,13.11,68.2529,9.03,1.2379,109.888,0.8769,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-05,24150.2734,122.171,85.6223,1255.77,1128.13,1224.35,40.24,0.0,2036.0,11.89,63.7153,8.91,1.234,109.747,0.8745,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-04,24148.168,122.787,85.2934,1256.28,1138.86,1225.7,39.85,0.0,1554.0,12.71,64.7657,8.97,1.252,110.255,0.8769,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-03,24140.1426,121.599,84.7405,1253.5,1153.83,1223.58,39.18,0.0,1771.0,12.59,61.228,8.91,1.2261,108.927,0.8767,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-04-02,,,,,1109.08,,,,,,,,,,,9.18,8.08,4.3177,4.7,-3.17,2.4,6,52
2017-03-31,24113.3203,121.962,85.3508,1249.19,1074.69,1223.05,40.45,0.0,3035.0,11.61,60.6987,8.91,1.254,112.945,0.8792,9.18,8.08,4.3177,4.7,-3.17,2.4,7,56
2016-12-29,23355.168,114.803,87.6672,1158.19,968.09,1270.33,70.34,0.0,1182.0,13.15,71.2764,11.18,1.2122,125.891,0.9046,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-28,23301.8711,115.471,87.7524,1141.67,967.36,1276.72,72.34,0.0,976.0,11.89,70.7909,,1.254,125.007,0.9093,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-27,23329.8867,116.697,87.5987,1138.78,931.73,1274.84,72.46,0.0,1174.0,12.26,70.6642,,1.2267,132.878,0.9108,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-26,23340.5,117.053,,,898.25,1273.52,,,,,72.5726,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-25,,,,,890.9,,,,,,,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-23,23332.9512,117.101,86.291,1133.3,904.48,1273.42,72.88,0.0,1263.0,11.38,72.5726,10.86,1.2016,133.155,0.9086,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-22,23261.3691,118.078,86.3305,1128.38,861.51,1274.25,72.62,0.0,2274.0,11.32,74.0548,10.83,1.1923,135.513,0.9126,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-21,23256.3066,117.202,86.4032,1131.61,825.33,1271.07,72.83,0.0,1622.0,11.44,73.971,10.72,1.1879,134.276,0.916,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-20,23234.5391,117.635,86.1569,1132.35,793.04,1272.29,72.89,0.0,1864.0,11.65,75.4572,11.03,1.2163,133.639,0.9143,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-19,23291.0996,117.078,86.5687,1138.2,790.38,1270.08,72.3,0.0,1366.0,12.5,75.2435,11.16,1.2221,131.198,0.909,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-18,,,,,789.84,,,,,,,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-16,23279.9434,116.344,87.1333,1134.88,780.68,1268.87,69.4,0.0,2393.0,12.88,78.2199,11.11,1.2524,133.511,0.9053,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-15,23236.1484,116.179,86.8356,1128.5,776.71,1269.2,75.03,0.0,4382.0,13.07,78.6122,11.23,1.2738,132.094,0.9121,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-14,23319.4063,117.332,87.6267,1142.94,777.97,1261.04,72.58,0.0,4444.0,12.88,75.8376,10.67,1.2673,129.935,0.9142,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-13,23394.8359,117.971,87.9224,1158.54,781.51,1247.3,73.62,0.0,3415.0,12.46,75.3586,10.17,1.1636,130.372,0.9145,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-12,23404.1895,117.453,88.1761,1162.22,777.62,1246.14,73.29,0.0,2099.0,12.23,76.3941,,1.1411,132.607,0.9145,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-11,,,,,768.3,,,,,,,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-10,23366.7148,,,,,,,,,,,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-09,23325.8027,118.53,88.1431,1159.86,771.14,1253.59,73.39,0.0,2633.0,12.59,75.5479,10.43,1.1329,133.056,0.9228,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-08,23367.3809,117.909,87.5661,1170.78,770.91,1247.8,73.51,0.0,2609.0,12.1,73.1102,10.19,1.1102,129.281,0.931,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-07,23426.6914,118.384,87.4726,1173.98,766.43,1241.28,70.06,0.0,1902.0,11.59,73.4412,10.27,1.094,124.2,0.9281,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-06,23402.7441,118.329,88.0266,1169.85,757.6,1244.77,70.31,0.0,1956.0,12.19,76.5652,10.24,1.1139,127.079,0.9165,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-05,23425.416,117.31,88.3476,1170.38,753.78,1242.66,69.8,0.0,1881.0,13.75,79.8381,10.13,1.1198,127.029,0.915,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-04,,,,,764.73,,,,,,,,,,,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-02,23401.9375,114.64,87.0416,1177.43,774.0,1247.36,70.16,0.0,1633.0,14.16,82.058,10.56,1.0957,128.527,0.908,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-12-01,23371.4297,113.247,86.9186,1171.69,752.42,1251.15,68.92,0.0,2069.0,13.4,86.6292,10.64,1.147,129.712,0.9139,-15.45,-0.59,3.8636,5.0,-2.84,1.5,5,48
2016-11-30,23332.7656,115.012,86.0015,1173.2,743.26,1255.53,68.33,0.0,2694.0,12.6,80.9553,10.78,1.113,126.195,0.9081,-15.45,-0.59,3.8636,5.0,-2.84,1.5,4,53
2016-11-29,23427.9316,116.821,84.2773,1188.31,731.34,1248.9,69.14,0.0,1899.0,13.07,77.3039,10.44,1.0871,119.989,0.8896,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-28,23431.4844,116.755,86.066,1194.0,731.27,1250.69,68.1,0.0,1471.0,13.4,78.7352,10.22,1.099,120.942,0.8941,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-27,,,,,732.18,,,,,,,,,,,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-25,23375.2402,117.428,85.0319,1183.56,737.69,1254.76,67.83,0.0,1356.0,12.52,79.693,10.42,1.1168,123.443,0.8998,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-24,23377.6172,117.314,,1181.67,736.33,1257.71,,,,,78.6397,10.49,,,,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-23,23407.0293,117.412,85.3577,1188.32,739.75,1256.09,64.84,0.0,1809.0,12.34,78.6397,10.5,1.1228,122.301,0.904,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-22,23472.8906,117.503,85.1386,1212.32,747.89,1248.06,61.46,0.0,1380.0,12.26,76.4616,10.05,1.0871,122.087,0.9003,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-21,23486.1328,116.479,84.8851,1214.23,737.46,1246.48,60.06,0.0,1615.0,13.27,80.5793,10.39,1.0683,124.306,0.8912,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-20,23467.7754,,,,726.77,,,,,,,,,,,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-18,23437.0898,115.173,83.022,1207.89,743.26,1251.57,60.43,0.0,2231.0,13.56,81.6473,,1.0678,128.29,0.8876,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-17,23460.4043,115.24,82.7271,1216.42,738.34,1245.61,57.64,0.0,3148.0,13.37,77.5351,,1.0461,125.242,0.8813,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-16,23523.6563,113.76,82.7663,1224.99,741.01,1239.06,57.53,0.0,2377.0,13.51,80.1246,10.24,1.0051,121.336,0.8788,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-15,23531.3789,114.732,83.279,1228.73,710.94,1236.05,50.24,0.0,3250.0,14.16,84.1174,10.21,0.9926,122.229,0.8763,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-14,23567.3301,112.281,82.3429,1221.35,706.89,1237.46,49.87,0.0,2412.0,14.69,89.2178,10.3,1.0023,125.301,0.8736,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-13,,,,,704.6,,,,,,,,,,,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-11,23680.25,113.472,82.3754,1227.64,714.94,1228.32,,,,14.83,82.5707,10.22,,,0.8708,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-10,23715.8457,113.429,83.84,1259.2,709.83,1225.88,54.06,0.0,2609.0,14.01,82.5707,10.06,0.9151,123.089,0.8633,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-09,23752.2637,116.006,83.9087,1277.98,717.24,1215.61,47.82,0.0,2340.0,20.7,76.3282,9.57,0.8901,116.297,0.8526,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-08,23812.3438,113.675,83.7814,1275.68,711.51,1199.17,40.55,0.0,1796.0,18.92,68.4678,10.43,0.8539,99.681,0.8449,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
2016-11-07,23847.1504,112.154,83.8224,1281.64,706.9,1199.59,32.96,0.0,1390.0,19.78,72.3432,9.41,0.8178,100.427,0.8452,-16.02,1.95,3.9011,5.0,-2.84,1.5,4,53
